ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WATER_DEMAND_TYPE,WATER_DEMAND_VOLUME_2020,WATER_DEMAND_VOLUME_2025,WATER_DEMAND_VOLUME_2030,WATER_DEMAND_VOLUME_2035,WATER_DEMAND_VOLUME_2040,WATER_DEMAND_VOLUME_2045
1125,Hanford  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,11713,11623,12172,12748,13351,13983
1125,Hanford  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1142,Hawthorne  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1142,Hawthorne  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,95,95,95,95,95,95
1142,Hawthorne  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3851.609,3830.142,3811.083,3817.454,3828.338,3862.819
1143,Hayward  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1143,Hayward  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5082,6488,6789,7173,7561,0
1143,Hayward  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,177,73,73,73,110,
1144,Healdsburg  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1144,Healdsburg  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1,1,41,41,41,41
1144,Healdsburg  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,640,720,810,850,893,941
1154,Helix Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,8882,8882,8882,8882,8882
1154,Helix Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,28618,31033,31964,32674,33114,33468
1154,Helix Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,8882,8882,8882,8882,8882
1157,Hemet  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3891,4167,4245,4324,4405,4488
1157,Hemet  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1157,Hemet  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1166,Hesperia Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,500,1000,1500,2000,2500
1166,Hesperia Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1166,Hesperia Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,14043,15250,16290,16990,17740,18420
1167,Hi Desert Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1167,Hi Desert Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1167,Hi Desert Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2947,3056,3149,3222,3292,3354
1181,Hillsborough  Town Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1181,Hillsborough  Town Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2982,3564,3738,3715,3689,3669
1181,Hillsborough  Town Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1188,Hollister  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3404,3686,4123,4862,5526,0
1188,Hollister  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1188,Hollister  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,100,100,100,100,100,
1210,Humboldt Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,662,729,750,773,796,817
1210,Humboldt Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1210,Humboldt Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1215,Huntington Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1215,Huntington Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1215,Huntington Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,25967,26399.1,26524,26337,26093,26054
1217,Huntington Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1217,Huntington Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,44,52,52,52,52,52
1217,Huntington Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4357,4391,4187,4142,4092,4042
1234,Indian Wells Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6311,6930,7130,7690,7830,8050
1234,Indian Wells Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1234,Indian Wells Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,2464,2957,3137,3327,3529,3753
1236,Indio  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1236,Indio  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,0,5000,5000,5000,5000
1236,Indio  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19879,24792,26592,28384,29738,30997
1238,Inglewood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9132,10162,10241,10345,10468,10605
1238,Inglewood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,800,800,800,800,800,800
1238,Inglewood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1245,Irvine Ranch Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,56374,67078,74060,81040,88023,0
1245,Irvine Ranch Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1245,Irvine Ranch Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,29146,29479,29934,30389,30461,
1273,Jurupa Community Service District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1273,Jurupa Community Service District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,660,660,660,660,660
1273,Jurupa Community Service District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,29272,30865,33375,35165,37135,37135
1324,La Habra  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1324,La Habra  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8590,8851,8810,8824.7,8840,8865
1324,La Habra  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1327,La Palma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1327,La Palma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1958,1872,1893,1867,1839.1,1832.4
1327,La Palma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1333,La Verne  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1333,La Verne  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6557,6825,7050,7282,7475,0
1333,La Verne  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1335,Laguna Beach County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,70,70,70,70,70
1335,Laguna Beach County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1335,Laguna Beach County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3487,3677,3730,3703,3687,3664
1343,Lake Arrowhead Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1506.58,1335.56,1360.39,1387,1406,1427.78
1343,Lake Arrowhead Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,269,245,240,240,241,241
1343,Lake Arrowhead Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1352,Lake Hemet Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,800,800,800,800,
1352,Lake Hemet Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,13260,16169,16686,17235,17816,0
1352,Lake Hemet Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1368,Lakeside Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3472,4136,4276,4264,4317,0
1368,Lakeside Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1368,Lakeside Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1370,Lakewood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,446,450,450,450,450,
1370,Lakewood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6756,6688,6621,6555,6489,0
1370,Lakewood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1371,Lamont Public Utility District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1371,Lamont Public Utility District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1371,Lamont Public Utility District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1191,1241,1293,1348,1404,0
1384,Las Virgenes Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,5891,4677,4677,4677,4677,4677
1384,Las Virgenes Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,332,682,682,681,681,683
1384,Las Virgenes Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19011,19190,20246,21362,22543,23793
1388,Lathrop  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,527.09,996.56,1543.16,2009.56,2471.7,2610.21
1388,Lathrop  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5484.59,7682.1,9147.54,10253,11715.9,14073.8
1388,Lathrop  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1869,Liberty Utilities (Park Water) Corp,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10972,11208,11266,11325,11386,11446
1869,Liberty Utilities (Park Water) Corp,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1869,Liberty Utilities (Park Water) Corp,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,252,260,260,260,260,260
1424,Lincoln  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,2522,3050,3090,3140,3180,3510
1424,Lincoln  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1424,Lincoln  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,10567,11820,12890,14790,16680,18300
1425,Lincoln Avenue Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
1425,Lincoln Avenue Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1425,Lincoln Avenue Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2308,2094.6,2127.6,2161.2,2195.2,2229.8
1427,Linda County Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,3843,4046,4462,4878,5294,5709
1427,Linda County Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1427,Linda County Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
1443,Livermore  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,710,616,634,652,670,670
1443,Livermore  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2135,2099,2154,2209,2262,2262
1443,Livermore  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1450,Lodi  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1450,Lodi  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,13979,14663,15512,16410,17360,18365
1450,Lodi  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,4746,4746,4746,4746,4746,4746
1452,Loma Linda  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1452,Loma Linda  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1452,Loma Linda  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5192,5628,5798,5967,6130,6292
1456,Lomita  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1456,Lomita  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2071,2216,2215,2214,2212,2209
1456,Lomita  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1459,Lompoc  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0.06,0.06,0.06,0.06,0.06,0.06
1459,Lompoc  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1459,Lompoc  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4104,5588,5638,5690,5740,5792
1464,Long Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1464,Long Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,51040,45791,43212,43298,42720,43397
1464,Long Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,4176,8174,8649,8392,8322,8257
1473,Los Angeles City Department Of Water And Power,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1473,Los Angeles City Department Of Water And Power,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,36401,43969,55866,56281,56406,56636
1473,Los Angeles City Department Of Water And Power,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,477950,625286,630917,649175,668051,680486
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,212,529,593,593,593,
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8322,8490,8661,8836,9014,0
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,362,764,902,1102,1302,1302
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,45818,54401,57101,60000,63100,66299
1487,Los Banos  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8308,8340,8985,9680,10428,11234
1487,Los Banos  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1487,Los Banos  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1506,Lynwood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,34,35,36,37,38,39
1506,Lynwood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5284,6168,6230,6293,6356,6420
1506,Lynwood  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1533,Mammoth Community Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2023,2384,2666,3038,3409,0
1533,Mammoth Community Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1533,Mammoth Community Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,193,160,219,219,219,
1536,Manhattan Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,250,275,275,275,275,275
1536,Manhattan Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4857,5175,5250,5326,5402,5465
1536,Manhattan Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1546,Marin Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,40149,37269,37296,37224.57,37301.21,37457.56
1546,Marin Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1546,Marin Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,747.64,750,750,750,750,750
1547,Marina Coast Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1547,Marina Coast Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3291,5852,7298,8188,8762,0
1547,Marina Coast Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,600,953,1140,1270,
1554,Martinez  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1554,Martinez  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5152,4460,4266,4070,3918,3984
1554,Martinez  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1570,McKinleyville Community Services District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1570,McKinleyville Community Services District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,450,469,492,518,543,0
1570,McKinleyville Community Services District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,107,200,206,212,219,
1587,Menlo Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1587,Menlo Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1069,1248,1225,1290,1363.28,0
1587,Menlo Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,20,48,120,120,120,
1589,Merced  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1589,Merced  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1589,Merced  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,20076,24418,26751,28995,31825,0
1596,Mesa Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,959,1100,1100,1100,1100,1100
1596,Mesa Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1596,Mesa Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16117,16353.8,18009,19000.7,19376,19751
1605,Mid-Peninsula Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1605,Mid-Peninsula Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1605,Mid-Peninsula Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,975,1043,1037,1052,1054,1070
1613,Millbrae  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1613,Millbrae  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1613,Millbrae  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,685.4,835.2700189,913.079897,896.4837623,1028.87806,1169.571867
1619,Milpitas  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,357,400,400,400,400,400
1619,Milpitas  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3073,3925,4075,4226,4376,4517
1619,Milpitas  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1626,Mission Springs Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,0,1120,2200,3600,5000
1626,Mission Springs Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8269,8996,9754,10513,11504,12494
1626,Mission Springs Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1631,Modesto  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1631,Modesto  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
1631,Modesto  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,53104,63667,68289,72911,77532,82156
1639,Monrovia  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6976,7469,7855,7995,8137,8282
1639,Monrovia  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1639,Monrovia  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1642,Monte Vista Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,298,1100,1100,1100,1100,1100
1642,Monte Vista Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10068,13132,13464,14075,14337,14606
1642,Monte Vista Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1644,Montebello Land And Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2940,2968.5,2998.5,3028.5,3057.5,3087.5
1644,Montebello Land And Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,20,29,29,29,29,29
1644,Montebello Land And Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1645,Montecito Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4495,4634.51,4764.19,4869.27,4998.95,0
1645,Montecito Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,0,500,500,500,
1645,Montecito Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1650,Monterey Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1650,Monterey Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,7448,8421,8514,8611,8706,8804
1650,Monterey Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1656,Morgan Hill  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,700,1500,2200,2900
1656,Morgan Hill  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1656,Morgan Hill  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,7807,8671,9482,10123,10808,11473
1660,Morro Bay  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,317,317,317,317,317
1660,Morro Bay  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,317,317,317,317,317
1660,Morro Bay  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1089.5,1332,1367,1400,1445,1445
1663,Moulton Niguel Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1663,Moulton Niguel Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,5013,6398,6346,6326,6312,6288
1663,Moulton Niguel Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,23083,25695,25436,25286,25161,24992
1671,Mountain View  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1671,Mountain View  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9489.49,11610,12100,12616,13159,13715
1671,Mountain View  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,420,448,448,448,448,448
1697,Myoma Dunes Mutual Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1697,Myoma Dunes Mutual Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1697,Myoma Dunes Mutual Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3987,4376,4540,4703,4736,4771
1701,Napa  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,568,835,1095,1095,1095,1095
1701,Napa  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1701,Napa  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,14092,14230,14655,15005,15330,15555
1718,Nevada Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,161678.22,0,0,0,0,0
1718,Nevada Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1718,Nevada Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1408,1408,1408,1408,1408,
1729,Newman  City of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1729,Newman  City of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,770.178,838.58,913.76,996.4,1087.23,1187.05
1729,Newman  City of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,201,201,201,201,201,201
1730,Newport Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1730,Newport Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,513,542,542,542,542,542
1730,Newport Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,14491,14324,14829,14974.78,15140,15103
1731,Nipomo Community Service District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1731,Nipomo Community Service District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,52,,,,,
1731,Nipomo Community Service District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2048,3128,3369,3438,3506,3573
1732,Norco  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
