ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WP_WUEDATA_PLAN_ID,USE_TYPE,ADDITIONAL_DESCRIPTION,LEVEL_OF_TREATMENT,VOLUME_AF
1335,Laguna Beach County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5719,Institutional/Governmental,,Drinking Water,151
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Single Family,Includes Multi-Family,Drinking Water,1181
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Commercial,,Drinking Water,86
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Other Potable,Hydrant,Drinking Water,0.44
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Landscape,Dedicated Irrigation Meters,Drinking Water,24
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Institutional/Governmental,,Drinking Water,28
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Sales/Transfers/Exchanges to other agencies,Transfer to Grass Valley Lake,Raw Water,0
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Losses,,Drinking Water,177
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Other Potable,Unbilled,Drinking Water,10
1343,Lake Arrowhead Community Services District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5845,Other Potable,Fire Protection,Drinking Water,0.14
1352,Lake Hemet Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6941,Multi-Family,,Drinking Water,652
1352,Lake Hemet Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6941,Commercial,,Drinking Water,302
1352,Lake Hemet Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6941,Industrial,,Drinking Water,1
1352,Lake Hemet Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6941,Institutional/Governmental,,Drinking Water,482
1352,Lake Hemet Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6941,Agricultural irrigation,,Raw Water,6124
1352,Lake Hemet Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6941,Single Family,,Drinking Water,5699
1368,Lakeside Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5455,Other Potable,,Drinking Water,35
1368,Lakeside Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5455,Losses,,Drinking Water,243
1368,Lakeside Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5455,Landscape,,Drinking Water,69
1368,Lakeside Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5455,Commercial,,Drinking Water,246
1368,Lakeside Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5455,Multi-Family,,Drinking Water,1076
1368,Lakeside Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5455,Single Family,,Drinking Water,1803
1370,Lakewood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5811,Multi-Family,,Drinking Water,256
1370,Lakewood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5811,Commercial,,Drinking Water,695
1370,Lakewood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5811,Institutional/Governmental,,Drinking Water,81
1370,Lakewood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5811,Landscape,,Drinking Water,317
1370,Lakewood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5811,Other,Fire Meter,Drinking Water,2
1370,Lakewood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5811,Single Family,,Drinking Water,5405
1371,Lamont Public Utility District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7512,Losses,Non-Revenue Water,Drinking Water,365.1976542
1371,Lamont Public Utility District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7512,Other Potable,Total Revenue Water,Drinking Water,3289.847775
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Other,"Temporary Uses, such as fire protection and construction",Drinking Water,55
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Other Potable,Potable Supplement to Recycled Water systems,Drinking Water,332
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Losses,,Drinking Water,437
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Landscape,,Drinking Water,716
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Commercial,,Drinking Water,1483
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Multi-Family,,Drinking Water,1270
1384,Las Virgenes Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5709,Single Family,,Drinking Water,14718
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Landscape,Irrigation,Drinking Water,869.64
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Institutional/Governmental,,Drinking Water,128.43
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Industrial,,Drinking Water,1170.76
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Commercial,,Drinking Water,188.95
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Other,Other/Construction,Drinking Water,170.95
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Single Family,,Drinking Water,2559.18
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Agricultural irrigation,,Drinking Water,1.01
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Losses,Non-revenue Water  (a)(b),Drinking Water,296.82
1388,Lathrop  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5503,Multi-Family,,Drinking Water,98.85
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Industrial,,Drinking Water,77
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Commercial,,Drinking Water,1080
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Multi-Family,,Drinking Water,1213
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Institutional/Governmental,Public Authority,Drinking Water,461
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Losses,,Drinking Water,915
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Single Family,,Drinking Water,7211
1869,Liberty Utilities (Park Water) Corp,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5551,Other,Fire Services and Temporary Meter Services,Drinking Water,15
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Other,Metered Use with Unknown Use Type,Drinking Water,174
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Other,Hydrant Water,Drinking Water,203
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Landscape,,Drinking Water,838
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Losses,,Drinking Water,819
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Commercial,,Drinking Water,546
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Industrial,,Drinking Water,86
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Multi-Family,,Drinking Water,227
1424,Lincoln  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,5558,Single Family,,Drinking Water,7674
1425,Lincoln Avenue Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5699,Other Potable,"All Sectors (single family, multi-family, & CII combined)",Drinking Water,2046
1425,Lincoln Avenue Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5699,Sales/Transfers/Exchanges to other agencies,To Pasadena,Drinking Water,120
1425,Lincoln Avenue Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5699,Losses,,Drinking Water,142
1427,Linda County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6005,Commercial,Includes Institutional,Drinking Water,325
1427,Linda County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6005,Industrial,,Drinking Water,0
1427,Linda County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6005,Landscape,,Drinking Water,151
1427,Linda County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6005,Losses,,Drinking Water,656
1427,Linda County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6005,Multi-Family,,Drinking Water,701
1427,Linda County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6005,Single Family,,Drinking Water,2010
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Multi-Family,,Drinking Water,435.7820747
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Commercial,,Drinking Water,954.4241214
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Industrial,,Drinking Water,0
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Institutional/Governmental,,Drinking Water,61.377757
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Landscape,,Drinking Water,1353.379542
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Losses,,Drinking Water,669.0175513
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Other,Unbilled unmetered consumption,Drinking Water,82.85997195
1443,Livermore  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5580,Single Family,,Drinking Water,2995.234542
1450,Lodi  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5914,Single Family,,Drinking Water,7354
1450,Lodi  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5914,Losses,,Drinking Water,550
1450,Lodi  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5914,Industrial,,Drinking Water,255
1450,Lodi  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5914,Institutional/Governmental,,Drinking Water,830
1450,Lodi  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5914,Commercial,,Drinking Water,2938
1450,Lodi  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5914,Multi-Family,,Drinking Water,2052
1452,Loma Linda  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5740,Losses,Nonrevenue,Drinking Water,436
1452,Loma Linda  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5740,Landscape,Landscape Irrigation,Drinking Water,918
1452,Loma Linda  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5740,Other,Other,Drinking Water,0
1452,Loma Linda  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5740,Commercial,Commercial/Institutional,Drinking Water,603
1452,Loma Linda  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5740,Multi-Family,Multi-Family,Drinking Water,829
1452,Loma Linda  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5740,Single Family,Single Family Residential,Drinking Water,2406
1456,Lomita  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5576,Commercial,,Drinking Water,202
1456,Lomita  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5576,Multi-Family,,Drinking Water,105
1456,Lomita  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5576,Institutional/Governmental,,Drinking Water,182
1456,Lomita  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5576,Losses,,Drinking Water,92
1456,Lomita  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5576,Single Family,,Drinking Water,1490
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Losses,,Drinking Water,389
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Other,,Drinking Water,170
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Landscape,,Drinking Water,219
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Industrial,,Drinking Water,50
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Single Family,,Drinking Water,1797
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Commercial,Includes Institutional Use,Drinking Water,525
1459,Lompoc  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5681,Multi-Family,,Drinking Water,954
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Single Family,Duplex,Drinking Water,2922
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Commercial,,Drinking Water,12595
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Multi-Family,,Drinking Water,14642
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Industrial,,Drinking Water,280
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Landscape,Irrigation,Drinking Water,1678
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Other Potable,Fire,Drinking Water,0
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Losses,,Drinking Water,2549
1464,Long Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5493,Single Family,,Drinking Water,16374
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Single Family,,Drinking Water,173107
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Other,Non-revenue water,Drinking Water,34416
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Sales/Transfers/Exchanges to other agencies,,Drinking Water,53
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Institutional/Governmental,,Drinking Water,34781
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Industrial,,Drinking Water,12322
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Commercial,,Drinking Water,79352
1473,Los Angeles City Department Of Water And Power,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6646,Multi-Family,,Drinking Water,143919
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Multi-Family,,Drinking Water,474
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Other Potable,Includes construction meters,Drinking Water,18
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Other,"Includes firefighting, flushing of water mains, and fire flow tests",Drinking Water,98
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Single Family,,Drinking Water,5523
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Institutional/Governmental,Includes large landscapes,Drinking Water,1319
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Industrial,,Drinking Water,80
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Losses,,Drinking Water,440
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6739,Commercial,,Drinking Water,370
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Losses,,Drinking Water,2163
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Other,"Includes other authorized consumption such as firefighting, flushing of water mains, and fire flow tests.",Drinking Water,539
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Other Potable,Includes construction meters,Drinking Water,266
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Institutional/Governmental,Includes Large Landscapes,Drinking Water,2544
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Industrial,,Drinking Water,82
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Commercial,,Drinking Water,7167
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Multi-Family,,Drinking Water,3866
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6741,Single Family,,Drinking Water,29191
1487,Los Banos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5663,Losses,,Drinking Water,1465
1487,Los Banos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5663,Landscape,,Drinking Water,584
1487,Los Banos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5663,Commercial,,Drinking Water,1107
1487,Los Banos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5663,Multi-Family,,Drinking Water,355
1487,Los Banos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5663,Single Family,,Drinking Water,4797
1506,Lynwood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5510,Losses,,Drinking Water,493
1506,Lynwood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5510,Single Family,,Drinking Water,2018
1506,Lynwood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5510,Commercial,,Drinking Water,1918
1506,Lynwood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5510,Industrial,,Drinking Water,219
1506,Lynwood  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5510,Multi-Family,,Drinking Water,636
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Losses,,Drinking Water,148
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Other Non-Potable,"Golf Course Irrigation, Raw",Raw Water,62
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Landscape,Landscape Irrigation,Drinking Water,251
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Institutional/Governmental,"Public, District",Drinking Water,55
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Single Family,,Drinking Water,467
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Multi-Family,"Apt, Mobile Home, Condo, Condo with Irrigation",Drinking Water,736
1533,Mammoth Community Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5528,Commercial,"Comm, Comm/Res, Motel",Drinking Water,304
1536,Manhattan Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5518,Commercial,Includes institutional use,Drinking Water,617
1536,Manhattan Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5518,Industrial,,Drinking Water,241
1536,Manhattan Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5518,Landscape,,Drinking Water,202
1536,Manhattan Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5518,Single Family,,Drinking Water,3202
1536,Manhattan Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5518,Losses,,Drinking Water,245
1536,Manhattan Beach  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5518,Multi-Family,,Drinking Water,350
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Commercial,Business/Industrial,Drinking Water,2282
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Institutional/Governmental,,Drinking Water,1323
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Landscape,,Drinking Water,1525
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Other Potable,Fireline/Hydrant,Drinking Water,62
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Losses,(b),Drinking Water,2732
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Single Family,,Drinking Water,15287
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Other Potable,Potable water make-up to recycled water system (d),Drinking Water,748
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Other Potable,Other non-revenue water (c),Drinking Water,0
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Other Non-Potable,Water sold to the Meadow Club,Raw Water,180
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Multi-Family,,Drinking Water,3311
1546,Marin Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5724,Wetlands or wildlife habitat,Environmental releases from Kent and Soulajule Lakes,Raw Water,12699
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Single Family,,Drinking Water,1179
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Multi-Family,,Drinking Water,938
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Commercial,,Drinking Water,325
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Institutional/Governmental,,Drinking Water,138
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Landscape,,Drinking Water,523
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Losses,,Drinking Water,187
1547,Marina Coast Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5782,Industrial,,Drinking Water,1
1554,Martinez  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5469,Multi-Family,,Drinking Water,402
1554,Martinez  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5469,Losses,,Drinking Water,1329
1554,Martinez  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5469,Landscape,,Drinking Water,277
1554,Martinez  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5469,Industrial,,Drinking Water,158
1554,Martinez  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5469,Commercial,Commercial and Institutional,Drinking Water,646
1554,Martinez  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5469,Single Family,,Drinking Water,2340
